sample_id,timestamp,time_of_day,usage_scenario,throughput_mbps,latency_ms,jitter_ms,packet_loss_rate,reliability_target,connection_density_km2,mobility_kmph,area_traffic_capacity_score,ai_load_score,resilience_score,future_load_target,imt2030_scenario_label,generation_profile
1502,2026-01-13 01:11:37.790648677,1,HRLLC,204.04647493722254,0.5720541342995369,0.16958284290466055,1e-07,99.99999,39717.980417613806,90.6063076454472,0.18408569099070426,0.1946581659785767,0.928954159436676,139.6457988069654,HRLLC,IMT-2030-M.2160-compliant
2587,2026-01-02 23:30:36.452913012,23,UC,160.4610017552314,9.836838749750575,3.5619241073085632,0.0008672700330287404,99.99,5889697.029322036,201.16639610136463,0.26837358472567063,0.2567974574723998,0.9634544682030195,142.43792885741053,UC,IMT-2030-M.2160-compliant
2654,2026-01-17 18:41:45.904865308,18,UC,181.33607733765945,15.20761281957459,3.9034909078340494,0.0020910804072206512,99.99,7538615.985229667,690.4704909530728,0.31821883758506775,0.23681066888319113,0.8931801878393982,160.8436662280208,UC,IMT-2030-M.2160-compliant
1056,2026-01-01 12:17:45.787124502,12,HRLLC,172.93140617673515,0.41424832274410217,0.30082216709051923,1e-07,99.99999,38109.32064848727,42.91564463177563,0.14458190472281462,0.2277755757438189,0.9621945268996958,100.2157747485486,HRLLC,IMT-2030-M.2160-compliant
706,2026-01-24 05:52:10.980841631,5,IC,406.35058936804614,2.8936538927071274,1.0312339438627887,9.831725697605503e-06,99.999,652441.3015281033,263.99671544816863,0.3685615196654829,0.35272349055241126,0.8561236021809023,273.9014332869223,IC,IMT-2030-M.2160-compliant
107,2026-01-14 12:35:10.978628011,12,IC,394.80100233054384,2.4547571925274982,1.3622508084954816,3.1626960092069e-05,99.999,150761.03146518028,224.93010086151756,0.28791411475456563,0.24095570729076402,0.726376586875769,238.82071244580868,IC,IMT-2030-M.2160-compliant
590,2026-01-19 17:16:03.001071254,17,IC,322.2814415146653,2.758047683592642,1.5182134313707785,4.2340922540418486e-05,99.999,535679.1693554604,407.88149505336344,0.22060601230816568,0.3333222935512487,0.8116825326561469,202.2898114882033,IC,IMT-2030-M.2160-compliant
2469,2026-01-06 07:44:01.014850822,7,MC,4.628928763360458,48.02961496966398,5.7786000050961945,0.01,99.9,60966903.7744303,12.062183445222328,0.15982829884182023,0.14679951110028516,0.6726883345386709,55.90588107357526,MC,IMT-2030-M.2160-compliant
2414,2026-01-22 20:33:05.320381991,20,MC,2.603677612123029,78.40215373923027,1.9776697396812457,0.01,99.9,47386102.363507,21.28790593154396,0.1400777236932444,0.17394803109714113,0.6377467029387685,50.30565192112945,MC,IMT-2030-M.2160-compliant
1601,2026-01-28 10:20:40.602126231,10,HRLLC,277.5408940773024,0.38568414354876557,0.3921697609235536,1e-07,99.99999,22214.135514623897,55.76426897906046,0.20302528731215075,0.27506060914318947,0.9681156597022065,154.30273056499092,HRLLC,IMT-2030-M.2160-compliant
2465,2026-01-12 07:04:00.862163228,7,MC,2.488192727781426,48.295860804435605,5.366522507406688,0.01,99.9,61909991.95458628,19.554871137939756,0.157034448855276,0.1515788469091875,0.6347786702321652,58.052711894776856,MC,IMT-2030-M.2160-compliant
229,2026-01-04 06:57:32.782296067,6,IC,414.4400925293961,2.42858512109676,1.3777918102481257,2.4657268181429796e-06,99.999,885717.5537087217,140.09430937398557,0.335157307930273,0.34799449984197833,0.7272886119699471,268.2590496557959,IC,IMT-2030-M.2160-compliant
916,2026-01-25 04:14:28.820870500,4,HRLLC,293.20486344459664,0.7477071685580614,0.16852511734292547,1e-07,99.99999,43511.792490395834,49.95007808474901,0.2492572424085933,0.1828293907153597,0.9718826882436733,159.75546005675182,HRLLC,IMT-2030-M.2160-compliant
795,2026-01-20 17:59:55.754807867,17,IC,324.42734946722527,2.2505865100714537,0.8189186232895231,3.4758229828740554e-05,99.999,637019.0799143771,171.63112901256926,0.37623233887321306,0.4267749625228895,0.6978551053439114,213.10958055084012,IC,IMT-2030-M.2160-compliant
3022,2026-01-02 11:18:31.856564168,11,UC,143.69864065736027,37.95534979708958,2.095453814389983,0.0009147247375743156,99.99,4892913.014383068,355.3988584265926,0.24521212063127712,0.2716805208028898,0.8082245309366327,134.7407116703831,UC,IMT-2030-M.2160-compliant
3544,2026-01-13 01:34:48.576345055,1,AIAC,333.4966295342089,7.692506452527122,1.8827336001794361,3.315395519435837e-05,99.999,507713.9073489095,90.36666065441965,0.3518376317070315,0.8487562320626151,0.737369891548191,212.2698280231579,AIAC,IMT-2030-M.2160-compliant
1074,2026-01-30 03:07:07.636878928,3,HRLLC,208.65252080226404,0.35201197479762125,0.43238289067566194,1e-07,99.99999,60802.32288003034,83.64078371848754,0.18244526616944798,0.21506849007198856,0.9640209253066531,127.39432773666407,HRLLC,IMT-2030-M.2160-compliant
3352,2026-01-05 11:45:18.423570921,11,AIAC,457.9675262262002,5.63494608019591,2.065470614541888,3.961742647757957e-05,99.999,853979.417620802,300.45390324051857,0.4265478027414138,0.8425890044345608,0.8014670177881167,284.6901936259048,AIAC,IMT-2030-M.2160-compliant
1745,2026-01-10 23:18:00.065137528,23,MC,3.7258668991350534,67.61786369786907,5.997325493760949,0.01,99.9,79873297.89950494,13.256177374745807,0.18766066700925219,0.14539432061875066,0.7304117569113716,47.04139516553603,MC,IMT-2030-M.2160-compliant
1085,2026-01-14 06:16:58.745464544,6,HRLLC,149.0793222878043,0.5611922839587632,0.2820475162660462,1e-07,99.99999,60283.351514663846,53.14347344638394,0.23955876550434382,0.23611181257238015,0.9446428189072349,107.68506862890185,HRLLC,IMT-2030-M.2160-compliant
927,2026-01-04 02:09:21.726167073,2,HRLLC,189.93861711099328,0.7815909494609852,0.2474701529715968,1e-07,99.99999,44662.83072442935,9.242153686990818,0.25980696968865746,0.1813403947682864,0.9792645555885401,116.47979382149238,HRLLC,IMT-2030-M.2160-compliant
3050,2026-01-11 22:33:04.447953373,22,UC,168.62408849881243,27.957247531025608,2.9594304360470964,0.0016951629259961498,99.99,8418946.534294147,559.71462529683,0.2479677055091618,0.3139424337102308,0.9646073153152466,145.4161587181836,UC,IMT-2030-M.2160-compliant
1118,2026-01-26 06:18:31.317122058,6,HRLLC,169.1432921043475,0.6397435099683326,0.15658193514900803,1e-07,99.99999,40302.419608558965,38.67547517907291,0.10725156543032963,0.17822267013762938,0.9558547670732125,112.57959963159746,HRLLC,IMT-2030-M.2160-compliant
643,2026-01-16 22:39:44.878653146,22,IC,331.29335706608646,2.869047863140673,1.9250706632171792,3.7648794816929974e-05,99.999,501764.08115260355,251.93469698815292,0.36258932948318356,0.395509708559074,0.7183741063296658,203.9438225434728,IC,IMT-2030-M.2160-compliant
4768,2026-01-25 16:40:42.547947879,16,ISAC,205.14362656731217,3.1147230583709877,1.2331710440339574,2.7321572403450652e-05,99.999,506577.3957399095,324.61537476875486,0.35376783704312825,0.6118198562673571,0.7758317803876186,165.06363184860797,ISAC,IMT-2030-M.2160-compliant
502,2026-01-27 09:52:38.773931154,9,IC,452.335104473776,3.925354464774188,1.2518864093615458,3.436259189724756e-05,99.999,149905.46947358505,195.72952553159294,0.32772372403421424,0.38651614493294334,0.7744086609646773,263.3600792343374,IC,IMT-2030-M.2160-compliant
4067,2026-01-12 13:32:43.515469069,13,AIAC,183.71532802938938,3.291636954290139,1.3301011627227561,2.946055466223706e-05,99.999,519253.2242016977,218.03698228202617,0.3565281912255695,0.8773551893418874,0.7803591707078495,148.3939168786427,AIAC,IMT-2030-M.2160-compliant
334,2026-01-26 11:11:38.722130123,11,IC,447.2210398597877,3.0794620884016624,1.2086523679927086,3.090294998806748e-05,99.999,544073.8848944108,239.8946610215157,0.3773762534662606,0.3382537384971074,0.7430062158347981,283.87355652176274,IC,IMT-2030-M.2160-compliant
4685,2026-01-04 23:00:31.795095635,23,ISAC,163.3052633795965,2.2498409284773695,1.5171690194983958,2.4511330632067013e-05,99.999,785105.6893868826,196.18142772686605,0.5188245574028061,0.5138316220856165,0.7765457040493681,149.53546542758463,ISAC,IMT-2030-M.2160-compliant
487,2026-01-21 10:01:25.971148649,10,IC,397.37891713201276,2.992822084260024,1.331203719154987,1.5419328810090364e-05,99.999,524359.2415626508,378.5941718323943,0.318606484014538,0.3654298946348551,0.6932134343093134,254.33753984803644,IC,IMT-2030-M.2160-compliant
1963,2026-01-26 16:50:05.097056609,16,MC,5.018705243335604,84.91096489739618,7.910786484507536,0.01,99.9,54770607.99747967,19.983378805635134,0.16216438069234895,0.18020687880904643,0.6389118823876621,54.13582357229214,MC,IMT-2030-M.2160-compliant
394,2026-01-18 22:11:34.265619065,22,IC,420.76571008779706,2.9515978206150173,1.0468414669119825,1.1588329284968936e-05,99.999,654860.0281366277,347.32655338130155,0.32106306801907547,0.3484826656483538,0.8075848686981972,272.7311502825882,IC,IMT-2030-M.2160-compliant
4843,2026-01-19 07:35:34.036392776,7,ISAC,233.65385322276518,3.7370810399103673,1.0396145445197444,4.340389624127914e-05,99.999,572475.8461329457,131.83241931914827,0.3867896312379281,0.6777226043415286,0.823669983189263,183.73245478967468,ISAC,IMT-2030-M.2160-compliant
4867,2026-01-14 17:11:14.256139540,17,ISAC,113.86781707985098,1.572303210950682,1.233522052617031,3.388230640163398e-05,99.999,686712.2699255075,159.83445695647947,0.4902615896673139,0.6419190101023882,0.8217962505306884,131.4689471079707,ISAC,IMT-2030-M.2160-compliant
1756,2026-01-24 13:59:10.499934897,13,MC,3.982808071993898,27.76699643270126,9.431226048571231,0.01,99.9,54636224.7179339,6.690801055964066,0.1380638652331688,0.16783736544894998,0.557861059695536,70.63268758072367,MC,IMT-2030-M.2160-compliant
2516,2026-01-19 11:33:10.302484229,11,UC,123.6428983081594,30.712184634440558,2.0310636066164776,0.0018163780937418648,99.99,906398.0306541031,387.3265635582117,0.29465631594329966,0.2532947913086109,0.8111282420596322,117.44074560783409,UC,IMT-2030-M.2160-compliant
3586,2026-01-06 13:57:17.214115674,13,AIAC,185.8569058761987,5.666438360302143,1.5069179314023085,3.01951937492939e-05,99.999,497883.37659914594,245.43349771493493,0.46472770850585743,0.7969244248063206,0.8454393138866453,157.54936973280704,AIAC,IMT-2030-M.2160-compliant
4316,2026-01-19 02:05:20.851768968,2,ISAC,210.6348080760934,1.8609512937372514,1.0991607370759227,9.717959552095631e-06,99.999,656294.9402385359,199.9636618175013,0.375044953386762,0.7030583146863689,0.8404543140931944,165.00047596577414,ISAC,IMT-2030-M.2160-compliant
4967,2026-01-13 01:09:55.558817246,1,ISAC,167.1592228316258,3.4760908777465227,1.848718372521338,1.791355762447947e-05,99.999,227990.17390167274,330.3184967216487,0.3110422021718595,0.6992955285125575,0.7676742095578604,134.58772345531335,ISAC,IMT-2030-M.2160-compliant
2100,2026-01-17 07:08:48.400128872,7,MC,4.282721614913628,34.54834914604538,5.896348982533374,0.0043844622039244125,99.9,46363360.86748339,9.84760794528779,0.1673164296995279,0.14445698432761545,0.5517662473105698,49.5460330163486,MC,IMT-2030-M.2160-compliant
3600,2026-01-11 18:32:21.366865653,18,AIAC,390.7108603884241,9.196978928934076,2.1412377022481524,2.4329041268663573e-05,99.999,384876.1606615524,101.66402535826016,0.394245218063534,0.8317520739744626,0.7850415561888564,249.86273458461255,AIAC,IMT-2030-M.2160-compliant
4122,2026-01-17 15:15:28.070400363,15,AIAC,128.422075347844,8.961661387828327,1.7616581626508538,2.5429600037332318e-05,99.999,448816.45451365254,116.10946990994536,0.475105760841055,0.8563408329244413,0.7578419277437912,122.46891856577463,AIAC,IMT-2030-M.2160-compliant
30,2026-01-15 22:41:58.990246266,22,IC,420.3820313299133,3.1451335760039782,1.5200378045153433,3.07802069645194e-05,99.999,412333.5431259083,113.11622968787735,0.35376656252759364,0.3868606163632075,0.769751202475785,271.3706928222011,IC,IMT-2030-M.2160-compliant
66,2026-01-30 09:29:55.891417274,9,IC,405.50972543779926,3.044520112844957,1.0383439357927151,1.2286037481992206e-05,99.999,715147.1778122503,146.57308937495637,0.3504773350306034,0.40461710620975216,0.765306688016193,262.9644909049844,IC,IMT-2030-M.2160-compliant
839,2026-01-08 18:42:20.271524054,18,HRLLC,210.9142764605541,0.739141457973969,0.33506522927716076,1e-07,99.99999,62084.53150290469,53.954121551726125,0.20093579634096825,0.21221691581387364,0.9536996464553209,139.73385362049953,HRLLC,IMT-2030-M.2160-compliant
3907,2026-01-10 08:08:05.206482199,8,AIAC,235.88071737277446,3.6250370958908125,2.0195180904185905,3.9913440075527576e-05,99.999,290754.88035943423,265.2512845359772,0.37506849614383,0.8726084907943032,0.8178078570949504,170.0330779682219,AIAC,IMT-2030-M.2160-compliant
3774,2026-01-10 12:18:34.074426308,12,AIAC,460.69078009683625,7.115192854444315,2.517981790254314,3.3379404338332164e-05,99.999,620766.1223324758,337.85347045355604,0.48808766821247435,0.8608482621198659,0.7929811469618543,298.22989859389213,AIAC,IMT-2030-M.2160-compliant
4636,2026-01-18 10:56:55.806549158,10,ISAC,190.62563455918507,1.2923648697456291,0.7724464737462442,2.408799411157192e-05,99.999,770772.3127083037,139.55073696911015,0.3755935576731086,0.7791517042511724,0.7848772136124462,159.25682831499776,ISAC,IMT-2030-M.2160-compliant
3162,2026-01-13 07:41:58.994576606,7,UC,211.0702449308182,18.78269951908669,3.371245657932117,0.0019301493834720847,99.99,5334828.655587835,715.0442426389916,0.2914067494489676,0.3253013282835676,0.8815221453820458,172.9749939617989,UC,IMT-2030-M.2160-compliant
2660,2026-01-18 01:11:41.990158559,1,UC,222.62168572606816,24.242785700952382,2.2331381629649245,0.0017704993513812614,99.99,3105929.2701586788,124.87143487726017,0.37194129705700285,0.23701696228585617,0.9096565255305707,160.55941406404287,UC,IMT-2030-M.2160-compliant
4616,2026-01-21 00:07:23.124317984,0,ISAC,204.80583722181674,3.7668003585565333,1.806157259586494,2.3638310975237433e-05,99.999,710557.3382444814,319.61312946480217,0.5311713602668368,0.7409087187212148,0.813399646398491,165.18202255787787,ISAC,IMT-2030-M.2160-compliant
4629,2026-01-30 21:13:24.868023710,21,ISAC,200.67035955270438,4.415489116200593,1.0696051560551054,3.163981259941399e-05,99.999,802824.4362578986,242.6256219970938,0.40039423795265,0.6511526880183257,0.7913604552634097,166.11492605245388,ISAC,IMT-2030-M.2160-compliant
2452,2026-01-26 00:38:16.406818735,0,MC,6.438552004377552,31.234315931151688,4.182659870642074,0.01,99.9,38088476.90263418,18.269874191825508,0.16519267879188382,0.14582204098727503,0.7820969840540354,43.18835518142128,MC,IMT-2030-M.2160-compliant
2847,2026-01-23 13:26:59.552648512,13,UC,163.94463053691126,23.312714867453334,1.995120975202107,0.001140023981846827,99.99,5645129.1747869775,591.6772056143561,0.3040530088418077,0.23990365645153702,0.85164541918565,130.94763432986417,UC,IMT-2030-M.2160-compliant
1145,2026-01-08 15:17:44.126938290,15,HRLLC,205.56369825343543,0.4613037968567151,0.3262714734604305,1e-07,99.99999,34594.435762756395,27.924371905853434,0.1620106638549632,0.18165537016495373,0.9394632772835058,126.57279565874674,HRLLC,IMT-2030-M.2160-compliant
3079,2026-01-24 08:21:46.494274842,8,UC,251.97609448843156,27.41250421645145,3.5368169834344467,0.0021247949678659802,99.99,6349071.479566589,694.8692348543032,0.3640658662374821,0.28289169491784266,0.969495887673234,187.0329019835744,UC,IMT-2030-M.2160-compliant
1104,2026-01-02 03:49:55.654937316,3,HRLLC,192.4776737692872,0.35643691633177477,0.19939731662045893,1e-07,99.99999,51498.06343347531,68.48962480036064,0.23173813194440274,0.22200650650688375,0.9603237750915418,124.6320787890335,HRLLC,IMT-2030-M.2160-compliant
169,2026-01-11 04:07:33.948777143,4,IC,379.6415586013628,2.015992351081608,0.5252813254461175,3.0021473712637624e-05,99.999,628371.2160398436,252.83361864829632,0.4144106295663677,0.3754680974693563,0.7842187646329882,252.81726180485947,IC,IMT-2030-M.2160-compliant
1671,2026-01-19 08:38:22.209646519,8,MC,5.199726343131592,37.836403182216905,4.314108311457931,0.01,99.9,58923907.39406622,10.023992832733715,0.14258884274941983,0.1603143221142466,0.5628600274627384,65.56024370210442,MC,IMT-2030-M.2160-compliant
