sample_id,timestamp,time_of_day,usage_scenario,throughput_mbps,latency_ms,jitter_ms,packet_loss_rate,reliability_target,connection_density_km2,mobility_kmph,area_traffic_capacity_score,ai_load_score,resilience_score,future_load_target,imt2030_scenario_label,generation_profile
681,2026-01-24 15:44:01.657251751,15,HRLLC,248.53768847320913,0.28971347209145987,0.18026286773723324,1.5869738113362396e-07,99.99999,36326.821538514545,63.06866001646568,0.19963373826534436,0.15882438431233464,0.9499411951665186,150.9161185928046,HRLLC,IMT-2030-M.2160-compliant
1103,2026-01-14 20:26:56.178397334,20,HRLLC,244.27389442659182,0.4338082621912881,0.424841693796884,1.6973053765909898e-07,99.99999,39275.8739096826,79.75701803105795,0.18489890990256547,0.19314305954051392,0.9592048212746053,135.49728611895424,HRLLC,IMT-2030-M.2160-compliant
395,2026-01-18 16:56:25.625198290,16,IC,315.68609950791006,2.8965920772220484,0.9566696638740046,0.0014791678615814169,99.999,919262.484891814,328.74599362143647,0.34611201873962655,0.3856478298315227,0.7397071000913579,208.90482962456258,IC,IMT-2030-M.2160-compliant
931,2026-01-10 02:57:55.952610994,2,HRLLC,287.7188842322969,0.4928088039750036,0.18628186361013635,1.203538530412377e-07,99.99999,7221.093878729082,97.26828057398163,0.20762158160201094,0.21111890323832816,0.9359064854823055,151.29340444322736,HRLLC,IMT-2030-M.2160-compliant
498,2026-01-05 13:55:49.520397170,13,IC,413.5144498706353,3.8425175074291866,1.2740967926316686,0.0007859640451297047,99.999,330863.20298488985,237.4118960693903,0.23058442579831884,0.38301514871690606,0.7173954012819843,246.56519412785727,IC,IMT-2030-M.2160-compliant
463,2026-01-03 20:38:40.465874057,20,IC,467.1440883730477,3.6218565879057163,1.849919546164159,0.000862511921906468,99.999,232212.0235845236,246.02172522972043,0.3422003071251639,0.22199812019244256,0.6691359904603933,284.4531638605377,IC,IMT-2030-M.2160-compliant
951,2026-01-26 13:59:57.059309545,13,HRLLC,183.31037862158473,0.6101659636496992,0.22197835432410026,1e-07,99.99999,83126.75730619565,30.18382980543528,0.13600213852271184,0.10778073245362045,0.9437858927782584,107.80757900933406,HRLLC,IMT-2030-M.2160-compliant
82,2026-01-29 16:41:09.697711629,16,IC,390.15396402156375,3.7099594584397715,1.2474384848949556,0.001050634842099299,99.999,716679.8417988191,21.261011220485656,0.3693917241782832,0.28187797071299736,0.7627440669397201,258.0203523521015,IC,IMT-2030-M.2160-compliant
44,2026-01-17 13:09:27.199402695,13,IC,379.0400710250239,2.539771559709205,1.1006704504392035,0.0011028543257559544,99.999,359896.09076289245,97.87661968703347,0.2831172403410024,0.21002916814261638,0.7338199367888147,236.70670816025358,IC,IMT-2030-M.2160-compliant
129,2026-01-18 21:51:15.925139813,21,IC,345.4759206003686,2.959312941928502,1.358528050662049,0.0011610369575926513,99.999,386039.0951233855,247.2285165955463,0.22998493939199427,0.34393679661290943,0.8387731963421309,207.91362621694947,IC,IMT-2030-M.2160-compliant
